#ID = transcript_cluster_id
#RANGE_STRAND = strand  (+|-)
#RANGE_START = start  (integer). Coordinates are standard 1-based (length=stop-start+1).
#RANGE_END = 
#total_probes = Total number of probes contained by this transcript cluster.
#GB_ACC = GenBank and RefSeq Accessions from mrna_assignment column
#SPOT_ID = genomic location of the transcript cluster in the version of the genome assembly used at annotation time. Coordinates are standard 1-based (length=stop-start+1).
#RANGE_GB = NCBI RefSeq for chromosome of current build
ID	RANGE_STRAND	RANGE_START	RANGE_END	total_probes	GB_ACC	SPOT_ID	RANGE_GB
16703922	+	36727544	36731320	15		chr10:36727544-36731320	NC_000010.10
16703928	+	37064528	37068543	19		chr10:37064528-37068543	NC_000010.10
16703931	+	37229037	37232860	12		chr10:37229037-37232860	NC_000010.10
16703934	+	37414785	37521495	12	NM_052997	chr10:37414785-37521495	NC_000010.10
16703977	+	37424165	37424271	10		chr10:37424165-37424271	NC_000010.10
16703979	+	37529815	37530977	21		chr10:37529815-37530977	NC_000010.10
16703983	+	37598113	37635957	12		chr10:37598113-37635957	NC_000010.10
16703991	+	37668110	37669239	17		chr10:37668110-37669239	NC_000010.10
16703994	+	37684566	37719648	22		chr10:37684566-37719648	NC_000010.10
16703997	+	37908136	37921834	19		chr10:37908136-37921834	NC_000010.10
16704003	+	38146668	38148038	20		chr10:38146668-38148038	NC_000010.10
16704006	+	38265753	38281395	23		chr10:38265753-38281395	NC_000010.10
16704010	+	38283791	38283903	12		chr10:38283791-38283903	NC_000010.10
16704012	+	38299578	38356282	14	NM_006954	chr10:38299578-38356282	NC_000010.10
16704027	+	38383264	38412280	14	NM_001007094	chr10:38383264-38412280	NC_000010.10
16704040	+	38453576	38503273	12	NR_024524	chr10:38453576-38503273	NC_000010.10
16704051	+	38536850	38622083	10		chr10:38536850-38622083	NC_000010.10
16704055	+	38645308	38667433	17	NR_003086	chr10:38645308-38667433	NC_000010.10
16704064	+	38692117	38741081	9	NR_024497	chr10:38692117-38741081	NC_000010.10
16704088	+	38712553	38712656	25		chr10:38712553-38712656	NC_000010.10
16704090	+	38742109	38755311	15		chr10:38742109-38755311	NC_000010.10
16704094	+	38989727	38991372	10	NR_045000	chr10:38989727-38991372	NC_000010.10
16704096	+	39006326	39012607	11		chr10:39006326-39012607	NC_000010.10
16704101	+	42667465	42681264	17	XM_003403532	chr10:42667465-42681264	NC_000010.10
16704107	+	42970939	42990785	25	NR_026827	chr10:42970939-42990785	NC_000010.10
16704114	+	43100606	43100711	8		chr10:43100606-43100711	NC_000010.10
16704116	+	43191483	43201901	21		chr10:43191483-43201901	NC_000010.10
16704120	+	43249164	43265069	22		chr10:43249164-43265069	NC_000010.10
16704125	+	43277954	43330385	8		chr10:43277954-43330385	NC_000010.10
16704151	+	43366969	43369508	19		chr10:43366969-43369508	NC_000010.10
16704154	+	43572475	43625799	20	NM_020975	chr10:43572475-43625799	NC_000010.10
16704182	+	43633934	43680756	24	NM_018590	chr10:43633934-43680756	NC_000010.10
16704192	+	43818459	43823417	20		chr10:43818459-43823417	NC_000010.10
16704197	+	43837234	43837358	19		chr10:43837234-43837358	NC_000010.10
16704199	+	43867090	43871783	18	NM_173160	chr10:43867090-43871783	NC_000010.10
16704211	+	43916037	43918820	12		chr10:43916037-43918820	NC_000010.10
16704216	+	43932282	44020837	19		chr10:43932282-44020837	NC_000010.10
16704237	+	43953513	43953577	8		chr10:43953513-43953577	NC_000010.10
16704239	+	44101855	44113352	19	NM_145312	chr10:44101855-44113352	NC_000010.10
16704248	+	44124265	44170151	17	NR_038867	chr10:44124265-44170151	NC_000010.10
16704254	+	44139320	44140495	21	NR_047557	chr10:44139320-44140495	NC_000010.10
16704257	+	44141390	44143467	22	NR_047558	chr10:44141390-44143467	NC_000010.10
16704261	+	44161116	44162453	14		chr10:44161116-44162453	NC_000010.10
16704264	+	44340754	44346070	16	NR_033923	chr10:44340754-44346070	NC_000010.10
16704269	+	44354859	44476390	19	NR_038268	chr10:44354859-44476390	NC_000010.10
16704275	+	44404727	44479412	24	NR_033846	chr10:44404727-44479412	NC_000010.10
16704291	+	44407797	44409954	21		chr10:44407797-44409954	NC_000010.10
16704294	+	44467603	44467646	6		chr10:44467603-44467646	NC_000010.10
16704296	+	44479617	44480067	20		chr10:44479617-44480067	NC_000010.10
16704298	+	44529988	44530059	8		chr10:44529988-44530059	NC_000010.10
16704300	+	44788204	44790179	23	NM_001258000	chr10:44788204-44790179	NC_000010.10
16704304	+	45073475	45086387	17		chr10:45073475-45086387	NC_000010.10
16704307	+	45406648	45432450	24	NM_001123376	chr10:45406648-45432450	NC_000010.10
16704316	+	45432956	45451176	23		chr10:45432956-45451176	NC_000010.10
16704320	+	45454855	45490172	21	NM_032023	chr10:45454855-45490172	NC_000010.10
16704347	+	45472442	45474257	24	NM_007021	chr10:45472442-45474257	NC_000010.10
16704351	+	45495923	45500777	21	NM_006963	chr10:45495923-45500777	NC_000010.10
16704356	+	45586675	45587949	23		chr10:45586675-45587949	NC_000010.10
16704358	+	45642842	45645173	18		chr10:45642842-45645173	NC_000010.10
16704364	+	45650110	45681489	10	NR_033891	chr10:45650110-45681489	NC_000010.10
16704373	+	45659462	45659536	16	NR_036112	chr10:45659462-45659536	NC_000010.10
16704375	+	45869629	45941565	34	NM_000698	chr10:45869629-45941565	NC_000010.10
16704397	+	46222648	46288412	8		chr10:46222648-46288412	NC_000010.10
16704436	+	46351755	46351870	25		chr10:46351755-46351870	NC_000010.10
16704438	+	46742028	46742143	25		chr10:46742028-46742143	NC_000010.10
16704440	+	46897641	46939148	9		chr10:46897641-46939148	NC_000010.10
16704454	+	46951472	46966835	21	XR_110467	chr10:46951472-46966835	NC_000010.10
16704458	+	46994087	47005643	21	NM_014696	chr10:46994087-47005643	NC_000010.10
16704464	+	47083534	47088320	22	NM_005972	chr10:47083534-47088320	NC_000010.10
16704470	+	47186203	47192185	26		chr10:47186203-47192185	NC_000010.10
16704473	+	47222341	47222456	25		chr10:47222341-47222456	NC_000010.10
16704475	+	47379720	47421238	9		chr10:47379720-47421238	NC_000010.10
16704483	+	47556165	47566804	11		chr10:47556165-47566804	NC_000010.10
16704486	+	47571665	47575852	8		chr10:47571665-47575852	NC_000010.10
16704489	+	47658234	47701642	15		chr10:47658234-47701642	NC_000010.10
16704516	+	47740330	47770876	25		chr10:47740330-47770876	NC_000010.10
16704542	+	47894023	47949417	33		chr10:47894023-47949417	NC_000010.10
16704576	+	48116504	48118029	23		chr10:48116504-48118029	NC_000010.10
16704581	+	48155943	48158691	28	NR_033407	chr10:48155943-48158691	NC_000010.10
16704586	+	48185856	48186665	25		chr10:48185856-48186665	NC_000010.10
16704588	+	48189612	48237508	35		chr10:48189612-48237508	NC_000010.10
16704607	+	48247652	48252143	27		chr10:48247652-48252143	NC_000010.10
16704614	+	48255225	48279199	38	NM_001040084	chr10:48255225-48279199	NC_000010.10
16704634	+	48355024	48373866	19	NM_153034	chr10:48355024-48373866	NC_000010.10
16704645	+	48357926	48358600	19		chr10:48357926-48358600	NC_000010.10
16704648	+	48931789	48931904	25		chr10:48931789-48931904	NC_000010.10
16704650	+	48952569	48980342	16		chr10:48952569-48980342	NC_000010.10
16704658	+	49248476	49248591	25		chr10:49248476-49248591	NC_000010.10
16704660	+	49514698	49647403	17	NM_002750	chr10:49514698-49647403	NC_000010.10
16704687	+	49649950	49652001	19		chr10:49649950-49652001	NC_000010.10
16704690	+	49892921	50191001	63	NM_020945	chr10:49892921-50191001	NC_000010.10
16704767	+	50086067	50086694	23		chr10:50086067-50086694	NC_000010.10
16704770	+	50192609	50226942	11	NM_001031746	chr10:50192609-50226942	NC_000010.10
16704773	+	50329884	50359592	24	NR_038973	chr10:50329884-50359592	NC_000010.10
16704783	+	50507187	50535537	22	NM_001135196	chr10:50507187-50535537	NC_000010.10
16704793	+	50627323	50680949	22		chr10:50627323-50680949	NC_000010.10
16704796	+	50817141	50873150	16	NM_001142933	chr10:50817141-50873150	NC_000010.10
16704822	+	50818347	50820766	21		chr10:50818347-50820766	NC_000010.10
16704826	+	50887684	50918307	24	NM_182554	chr10:50887684-50918307	NC_000010.10
16704837	+	51187938	51192032	28		chr10:51187938-51192032	NC_000010.10
16704842	+	51255380	51255495	25		chr10:51255380-51255495	NC_000010.10
16704844	+	51371379	51741805	8		chr10:51371379-51741805	NC_000010.10
16704863	+	51383526	51383726	25		chr10:51383526-51383726	NC_000010.10
16704865	+	51549498	51562517	19		chr10:51549498-51562517	NC_000010.10
16704875	+	51565108	51590734	29	NM_001145260	chr10:51565108-51590734	NC_000010.10
16704894	+	51623413	51711105	10	NM_003631	chr10:51623413-51711105	NC_000010.10
16704909	+	51748078	51770259	12		chr10:51748078-51770259	NC_000010.10
16704920	+	51827648	51893269	36		chr10:51827648-51893269	NC_000010.10
16704957	+	52232574	52234006	21		chr10:52232574-52234006	NC_000010.10
16704960	+	52388910	52391396	23		chr10:52388910-52391396	NC_000010.10
16704962	+	52415727	52420028	8		chr10:52415727-52420028	NC_000010.10
16704965	+	52499078	52576255	12		chr10:52499078-52576255	NC_000010.10
16704977	+	52750911	54058110	20		chr10:52750911-54058110	NC_000010.10
16705006	+	53059333	53059415	19	NR_030336	chr10:53059333-53059415	NC_000010.10
16705008	+	53062326	53066469	17		chr10:53062326-53066469	NC_000010.10
16705011	+	54074041	54077802	21	NM_012242	chr10:54074041-54077802	NC_000010.10
16705022	+	54612367	54612463	13		chr10:54612367-54612463	NC_000010.10
16705024	+	55217957	55218048	19		chr10:55217957-55218048	NC_000010.10
16705026	+	56245990	56415811	24		chr10:56245990-56415811	NC_000010.10
16705033	+	57228087	57228982	21		chr10:57228087-57228982	NC_000010.10
16705036	+	57265979	57272977	22		chr10:57265979-57272977	NC_000010.10
16705039	+	57327499	57327602	10		chr10:57327499-57327602	NC_000010.10
16705041	+	57358750	57360488	12	NM_001190478	chr10:57358750-57360488	NC_000010.10
16705045	+	58058713	58074528	19		chr10:58058713-58074528	NC_000010.10
16705051	+	60028818	60049346	19	NM_018464	chr10:60028818-60049346	NC_000010.10
16705062	+	60064313	60065381	18		chr10:60064313-60065381	NC_000010.10
16705064	+	60094735	60130513	11	NM_003338	chr10:60094735-60130513	NC_000010.10
16705074	+	60144782	60158981	17		chr10:60144782-60158981	NC_000010.10
16705086	+	60226958	60227567	21		chr10:60226958-60227567	NC_000010.10
16705089	+	60272900	60591195	20	NM_001080512	chr10:60272900-60591195	NC_000010.10
16705116	+	60474775	60477294	20		chr10:60474775-60477294	NC_000010.10
16705118	+	60628944	60629288	21		chr10:60628944-60629288	NC_000010.10
16705120	+	60759263	60825619	19		chr10:60759263-60825619	NC_000010.10
16705130	+	60936348	61007534	28	NM_001143774	chr10:60936348-61007534	NC_000010.10
16705143	+	61041907	61042595	23		chr10:61041907-61042595	NC_000010.10
16705146	+	61348908	61371006	19		chr10:61348908-61371006	NC_000010.10
16705151	+	61815632	61820501	23		chr10:61815632-61820501	NC_000010.10
16705154	+	61841499	61841612	20		chr10:61841499-61841612	NC_000010.10
16705156	+	62494100	62501586	20		chr10:62494100-62501586	NC_000010.10
16705159	+	62538089	62554610	23	NM_001786	chr10:62538089-62554610	NC_000010.10
16705174	+	62732875	62786178	24	XR_110409	chr10:62732875-62786178	NC_000010.10
16705181	+	63238855	63255993	19		chr10:63238855-63255993	NC_000010.10
16705188	+	63422719	63526524	25	NM_173554	chr10:63422719-63526524	NC_000010.10
16705199	+	63661013	63856707	30	NM_032199	chr10:63661013-63856707	NC_000010.10
16705212	+	63686695	63686777	10		chr10:63686695-63686777	NC_000010.10
16705216	+	64049280	64063792	18		chr10:64049280-64063792	NC_000010.10
16705220	+	64133916	64431771	30	NM_199451	chr10:64133916-64431771	NC_000010.10
16705241	+	64564516	64568239	19	NM_032804	chr10:64564516-64568239	NC_000010.10
16705245	+	64869899	64870006	7		chr10:64869899-64870006	NC_000010.10
16705247	+	64893007	64914786	20	NM_030759	chr10:64893007-64914786	NC_000010.10
16705255	+	65035906	65041994	22		chr10:65035906-65041994	NC_000010.10
16705258	+	65224989	65226323	17	NR_027182	chr10:65224989-65226323	NC_000010.10
16705260	+	65281123	65384883	16	NM_001001330	chr10:65281123-65384883	NC_000010.10
16705270	+	65424424	65750328	16		chr10:65424424-65750328	NC_000010.10
16705274	+	66451214	66452672	19		chr10:66451214-66452672	NC_000010.10
16705277	+	66585285	66586634	8	NR_001446	chr10:66585285-66586634	NC_000010.10
16705279	+	67073543	67074728	18		chr10:67073543-67074728	NC_000010.10
16705283	+	67330425	67332771	18		chr10:67330425-67332771	NC_000010.10
16705287	+	67345242	67449364	17		chr10:67345242-67449364	NC_000010.10
16705293	+	68254457	68254557	16		chr10:68254457-68254557	NC_000010.10
16705295	+	68685764	68860867	20	NM_178011	chr10:68685764-68860867	NC_000010.10
16705305	+	68812367	68814786	21		chr10:68812367-68814786	NC_000010.10
16705308	+	69568260	69568366	13		chr10:69568260-69568366	NC_000010.10
16705310	+	69609270	69610353	23		chr10:69609270-69610353	NC_000010.10
16705313	+	69644427	69678147	23	NM_012238	chr10:69644427-69678147	NC_000010.10
16705329	+	69865874	69971774	38	NR_045662	chr10:69865874-69971774	NC_000010.10
16705354	+	69917836	69918165	14		chr10:69917836-69918165	NC_000010.10
16705356	+	70090931	70102953	33	NM_012207	chr10:70090931-70102953	NC_000010.10
16705377	+	70221164	70221282	16		chr10:70221164-70221282	NC_000010.10
16705379	+	70262909	70263016	11		chr10:70262909-70263016	NC_000010.10
16705381	+	70320117	70454244	25	NM_030625	chr10:70320117-70454244	NC_000010.10
16705397	+	70472715	70472835	11		chr10:70472715-70472835	NC_000010.10
16705399	+	70480769	70552134	31	NM_018237	chr10:70480769-70552134	NC_000010.10
16705437	+	70519075	70519171	11	NR_031655	chr10:70519075-70519171	NC_000010.10
16705439	+	70587294	70655209	25	NM_152709	chr10:70587294-70655209	NC_000010.10
16705448	+	70606561	70606667	9		chr10:70606561-70606667	NC_000010.10
16705450	+	70661034	70706603	32	NM_024045	chr10:70661034-70706603	NC_000010.10
16705474	+	70715884	70744829	27	NM_004728	chr10:70715884-70744829	NC_000010.10
16705493	+	70748477	70776739	23	NM_015634	chr10:70748477-70776739	NC_000010.10
16705504	+	70817727	70830098	21		chr10:70817727-70830098	NC_000010.10
16705507	+	70847828	70864567	20	NM_002727	chr10:70847828-70864567	NC_000010.10
16705513	+	70883268	70932868	27	NM_004896	chr10:70883268-70932868	NC_000010.10
16705531	+	70939988	70968855	28		chr10:70939988-70968855	NC_000010.10
16705551	+	70980059	71027315	22	NM_025130	chr10:70980059-71027315	NC_000010.10
16705577	+	71029740	71161638	28	NM_033498	chr10:71029740-71161638	NC_000010.10
16705620	+	71211226	71267425	25	NM_012339	chr10:71211226-71267425	NC_000010.10
16705638	+	71335563	71336910	18		chr10:71335563-71336910	NC_000010.10
16705641	+	71390003	71393355	17	NM_145306	chr10:71390003-71393355	NC_000010.10
16705649	+	71426984	71477999	23		chr10:71426984-71477999	NC_000010.10
16705661	+	71561644	71724031	20		chr10:71561644-71724031	NC_000010.10
16705701	+	71812357	71872040	25		chr10:71812357-71872040	NC_000010.10
16705713	+	71968555	71969331	15		chr10:71968555-71969331	NC_000010.10
16705715	+	72163861	72188374	23	NM_004096	chr10:72163861-72188374	NC_000010.10
16705721	+	72194585	72196314	17	NM_018055	chr10:72194585-72196314	NC_000010.10
16705725	+	72238564	72328206	33	NM_014431	chr10:72238564-72328206	NC_000010.10
16705747	+	72307689	72316552	15		chr10:72307689-72316552	NC_000010.10
16705750	+	72370073	72428508	11		chr10:72370073-72428508	NC_000010.10
16705754	+	72432559	72522197	33		chr10:72432559-72522197	NC_000010.10
16705778	+	72575704	72640946	28	NM_003901	chr10:72575704-72640946	NC_000010.10
16705798	+	72577323	72577968	20		chr10:72577323-72577968	NC_000010.10
16705800	+	72689682	72691814	21		chr10:72689682-72691814	NC_000010.10
16705803	+	72698810	72715398	19		chr10:72698810-72715398	NC_000010.10
16705808	+	72728284	72728748	11		chr10:72728284-72728748	NC_000010.10
16705810	+	72972292	73062635	25	NM_170744	chr10:72972292-73062635	NC_000010.10
16705829	+	72975557	72975628	7		chr10:72975557-72975628	NC_000010.10
16705831	+	73079010	73123147	24		chr10:73079010-73123147	NC_000010.10
16705839	+	73085085	73085188	15		chr10:73085085-73085188	NC_000010.10
16705841	+	73134945	73141151	18		chr10:73134945-73141151	NC_000010.10
16705844	+	73156691	73575704	82	NM_022124	chr10:73156691-73575704	NC_000010.10
16705931	+	73638114	73638865	18		chr10:73638114-73638865	NC_000010.10
16705934	+	73724120	73773743	23	NM_004273	chr10:73724120-73773743	NC_000010.10
16705940	+	73940616	73940747	11		chr10:73940616-73940747	NC_000010.10
16705942	+	73975758	73995618	21	NM_173473	chr10:73975758-73995618	NC_000010.10
16705956	+	73977974	73982021	21	XR_110412	chr10:73977974-73982021	NC_000010.10
16705959	+	73980510	73980610	12		chr10:73980510-73980610	NC_000010.10
16705961	+	74033677	74035797	25	NM_019058	chr10:74033677-74035797	NC_000010.10
16705971	+	74151722	74151827	11		chr10:74151722-74151827	NC_000010.10
16705973	+	74261504	74262714	13		chr10:74261504-74262714	NC_000010.10
16705976	+	74451843	74647452	27	NM_138357	chr10:74451843-74647452	NC_000010.10
16705989	+	74461207	74463097	19		chr10:74461207-74463097	NC_000010.10
16705992	+	74480787	74480858	10	NR_039823	chr10:74480787-74480858	NC_000010.10
16705994	+	74653339	74692791	22	NM_152635	chr10:74653339-74692791	NC_000010.10
16706008	+	74870210	74891586	24	NM_015901	chr10:74870210-74891586	NC_000010.10
16706023	+	74927877	75004262	36		chr10:74927877-75004262	NC_000010.10
16706045	+	75006946	75036742	22	NR_038373	chr10:75006946-75036742	NC_000010.10
16706052	+	75010533	75012382	23	NM_016065	chr10:75010533-75012382	NC_000010.10
16706056	+	75012549	75014107	24		chr10:75012549-75014107	NC_000010.10
16706061	+	75038820	75038926	9		chr10:75038820-75038926	NC_000010.10
16706063	+	75106694	75106806	9		chr10:75106694-75106806	NC_000010.10
16706068	+	75255283	75264940	21	XR_110417	chr10:75255283-75264940	NC_000010.10
16706076	+	75413858	75434477	8		chr10:75413858-75434477	NC_000010.10
16706080	+	75466248	75466371	12		chr10:75466248-75466371	NC_000010.10
16706082	+	75504120	75531933	28		chr10:75504120-75531933	NC_000010.10
16706117	+	75532049	75538850	24		chr10:75532049-75538850	NC_000010.10
16706128	+	75541805	75543410	22	NM_203298	chr10:75541805-75543410	NC_000010.10
16706135	+	75545382	75561556	30	NM_015037	chr10:75545382-75561556	NC_000010.10
16706174	+	75573276	75574495	22	NM_172171	chr10:75573276-75574495	NC_000010.10
16706177	+	75601591	75606370	19		chr10:75601591-75606370	NC_000010.10
16706180	+	75668935	75677259	33		chr10:75668935-75677259	NC_000010.10
16706200	+	75757872	75879918	24	NM_014000	chr10:75757872-75879918	NC_000010.10
16706233	+	75764895	75787673	20		chr10:75764895-75787673	NC_000010.10
16706236	+	75788171	75789962	21		chr10:75788171-75789962	NC_000010.10
16706238	+	75910943	76469061	18	NM_001123	chr10:75910943-76469061	NC_000010.10
16706254	+	76185995	76186461	21		chr10:76185995-76186461	NC_000010.10
16706257	+	76311150	76311251	8		chr10:76311150-76311251	NC_000010.10
16706259	+	76585340	76792639	22	NM_012330	chr10:76585340-76792639	NC_000010.10
16706286	+	76859344	76941881	26	NM_144660	chr10:76859344-76941881	NC_000010.10
16706298	+	76969912	76991206	25	NM_001184783	chr10:76969912-76991206	NC_000010.10
16706321	+	77029577	77133258	25	NR_038223	chr10:77029577-77133258	NC_000010.10
16706337	+	77160759	77168740	23	NR_024422	chr10:77160759-77168740	NC_000010.10
16706347	+	77185872	77190266	16		chr10:77185872-77190266	NC_000010.10
16706350	+	77191211	78318978	31	NM_032024	chr10:77191211-78318978	NC_000010.10
16706370	+	77312216	77312311	11	NR_030337	chr10:77312216-77312311	NC_000010.10
16706372	+	77502498	77503513	22		chr10:77502498-77503513	NC_000010.10
16706375	+	78647802	78663848	19		chr10:78647802-78663848	NC_000010.10
16706378	+	78664583	78709221	25		chr10:78664583-78709221	NC_000010.10
16706382	+	78737456	78738351	18		chr10:78737456-78738351	NC_000010.10
16706385	+	78907410	78909858	19		chr10:78907410-78909858	NC_000010.10
16706389	+	79073699	79075452	21		chr10:79073699-79075452	NC_000010.10
16706392	+	79114162	79136371	20		chr10:79114162-79136371	NC_000010.10
16706398	+	79346807	79346917	9		chr10:79346807-79346917	NC_000010.10
16706400	+	79542624	79551665	18		chr10:79542624-79551665	NC_000010.10
16706403	+	79626633	79629368	24		chr10:79626633-79629368	NC_000010.10
16706408	+	79686570	79689583	19	NR_024585	chr10:79686570-79689583	NC_000010.10
16706412	+	79793518	79816608	26	NM_001142285	chr10:79793518-79816608	NC_000010.10
16706428	+	79938928	79973839	16		chr10:79938928-79973839	NC_000010.10
16706430	+	79951568	79952662	18		chr10:79951568-79952662	NC_000010.10
16706433	+	80008382	80434724	26	NR_038985	chr10:80008382-80434724	NC_000010.10
16706445	+	80027085	80090352	22		chr10:80027085-80090352	NC_000010.10
16706453	+	80053599	80060760	19		chr10:80053599-80060760	NC_000010.10
16706456	+	80112354	80115857	23		chr10:80112354-80115857	NC_000010.10
16706459	+	80127264	80127380	10		chr10:80127264-80127380	NC_000010.10
16706461	+	80510359	80510454	6		chr10:80510359-80510454	NC_000010.10
16706463	+	80828792	81076285	25		chr10:80828792-81076285	NC_000010.10
16706499	+	81107220	81115093	25	NM_005729	chr10:81107220-81115093	NC_000010.10
16706512	+	81142084	81169030	21		chr10:81142084-81169030	NC_000010.10
16706515	+	81213170	81214510	13		chr10:81213170-81214510	NC_000010.10
16706518	+	81272357	81276196	13	NM_001099692	chr10:81272357-81276196	NC_000010.10
16706522	+	81370695	81375199	10	NM_005411	chr10:81370695-81375199	NC_000010.10
16706535	+	81420645	81439751	10		chr10:81420645-81439751	NC_000010.10
16706544	+	81442731	81448653	15	NR_027512	chr10:81442731-81448653	NC_000010.10
16706546	+	81462983	81474437	30		chr10:81462983-81474437	NC_000010.10
16706562	+	81585658	81610632	9	NR_029407	chr10:81585658-81610632	NC_000010.10
16706577	+	81664654	81691557	20		chr10:81664654-81691557	NC_000010.10
16706586	+	81838402	81852313	16	NM_001270370	chr10:81838402-81852313	NC_000010.10
16706600	+	81891477	81905115	24	NM_001012973	chr10:81891477-81905115	NC_000010.10
16706610	+	81967466	81979413	25	NR_038464	chr10:81967466-81979413	NC_000010.10
16706613	+	82009466	82013395	12		chr10:82009466-82013395	NC_000010.10
16706617	+	82093527	82094182	21		chr10:82093527-82094182	NC_000010.10
16706620	+	82104501	82127829	19	NR_070308	chr10:82104501-82127829	NC_000010.10
16706630	+	82167585	82192753	24		chr10:82167585-82192753	NC_000010.10
16706641	+	82213922	82282391	29	NM_030927	chr10:82213922-82282391	NC_000010.10
16706662	+	82289325	82293237	20		chr10:82289325-82293237	NC_000010.10
16706665	+	82297658	82406316	24	NM_207372	chr10:82297658-82406316	NC_000010.10
16706681	+	82409553	82413488	21		chr10:82409553-82413488	NC_000010.10
16706685	+	83635070	84746935	25	NM_001165973	chr10:83635070-84746935	NC_000010.10
16706704	+	83810018	83810104	10		chr10:83810018-83810104	NC_000010.10
16706706	+	84100527	84100632	10		chr10:84100527-84100632	NC_000010.10
16706708	+	85524114	85524220	11		chr10:85524114-85524220	NC_000010.10
16706710	+	85763088	85763235	12		chr10:85763088-85763235	NC_000010.10
16706712	+	85899185	85913311	22	NM_014394	chr10:85899185-85913311	NC_000010.10
16706727	+	85933494	85945050	24	NM_207373	chr10:85933494-85945050	NC_000010.10
16706734	+	85954410	85979377	36	NM_033100	chr10:85954410-85979377	NC_000010.10
16706757	+	86004809	86019716	17	NM_002921	chr10:86004809-86019716	NC_000010.10
16706772	+	86039736	86054415	27	NR_038220	chr10:86039736-86054415	NC_000010.10
16706779	+	86088342	86278276	35		chr10:86088342-86278276	NC_000010.10
16706802	+	86331899	86335575	15		chr10:86331899-86335575	NC_000010.10
16706805	+	86623021	86623118	10		chr10:86623021-86623118	NC_000010.10
16706807	+	87192619	87204685	18		chr10:87192619-87204685	NC_000010.10
16706811	+	87209349	87251753	21		chr10:87209349-87251753	NC_000010.10
16706818	+	87297136	87297240	13		chr10:87297136-87297240	NC_000010.10
16706820	+	87318481	87318829	22		chr10:87318481-87318829	NC_000010.10
16706822	+	87337488	87366972	20	NR_038986	chr10:87337488-87366972	NC_000010.10
16706828	+	87812205	87812323	10		chr10:87812205-87812323	NC_000010.10
16706830	+	88248203	88248306	12		chr10:88248203-88248306	NC_000010.10
16706832	+	88281702	88282443	26		chr10:88281702-88282443	NC_000010.10
16706835	+	88414314	88426605	26	NM_001030015	chr10:88414314-88426605	NC_000010.10
16706849	+	88426549	88495825	20	NM_001171610	chr10:88426549-88495825	NC_000010.10
16706875	+	88516396	88684945	23		chr10:88516396-88684945	NC_000010.10
16706894	+	88649326	88649490	12		chr10:88649326-88649490	NC_000010.10
16706896	+	88718288	88723017	19		chr10:88718288-88723017	NC_000010.10
16706906	+	88727949	88730672	12	NM_006829	chr10:88727949-88730672	NC_000010.10
16706912	+	88730498	88769960	15	NM_133447	chr10:88730498-88769960	NC_000010.10
16706926	+	88780046	88784487	11		chr10:88780046-88784487	NC_000010.10
16706933	+	88854266	88951225	9		chr10:88854266-88951225	NC_000010.10
16706945	+	88873711	88875280	21		chr10:88873711-88875280	NC_000010.10
16706948	+	88985205	88994912	28		chr10:88985205-88994912	NC_000010.10
16706963	+	89102168	89115187	9	NR_029408	chr10:89102168-89115187	NC_000010.10
16706968	+	89117425	89130452	10		chr10:89117425-89130452	NC_000010.10
16706985	+	89190752	89209410	10		chr10:89190752-89209410	NC_000010.10
16706988	+	89263638	89263711	9	NR_039825	chr10:89263638-89263711	NC_000010.10
16706990	+	89264223	89313218	21	NM_004897	chr10:89264223-89313218	NC_000010.10
16707004	+	89367742	89419036	19		chr10:89367742-89419036	NC_000010.10
16707009	+	89419370	89507462	26	NM_004670	chr10:89419370-89507462	NC_000010.10
16707026	+	89578070	89605369	16	NR_028492	chr10:89578070-89605369	NC_000010.10
16707030	+	89622870	89731687	13	NM_000314	chr10:89622870-89731687	NC_000010.10
16707047	+	89638449	89640184	21		chr10:89638449-89640184	NC_000010.10
16707051	+	89739717	89740717	18		chr10:89739717-89740717	NC_000010.10
16707054	+	90346510	90366733	21		chr10:90346510-90366733	NC_000010.10
16707070	+	90424146	90438572	21		chr10:90424146-90438572	NC_000010.10
16707085	+	90484301	90512543	20		chr10:90484301-90512543	NC_000010.10
16707096	+	90519952	90537999	21		chr10:90519952-90537999	NC_000010.10
16707107	+	90562487	90580303	29		chr10:90562487-90580303	NC_000010.10
16707120	+	90639491	90734910	26	NM_020799	chr10:90639491-90734910	NC_000010.10
16707143	+	90692441	90699731	22		chr10:90692441-90699731	NC_000010.10
16707149	+	90729553	90775542	25		chr10:90729553-90775542	NC_000010.10
16707169	+	90789621	90792766	17		chr10:90789621-90792766	NC_000010.10
16707174	+	91043394	91051882	13		chr10:91043394-91051882	NC_000010.10
16707180	+	91061706	91069033	19	NM_001547	chr10:91061706-91069033	NC_000010.10
16707184	+	91087602	91100728	18	NM_001031683	chr10:91087602-91100728	NC_000010.10
16707192	+	91137813	91144962	19	NM_001010987	chr10:91137813-91144962	NC_000010.10
16707196	+	91152303	91163745	13	NM_001548	chr10:91152303-91163745	NC_000010.10
16707202	+	91174325	91180759	20	NM_012420	chr10:91174325-91180759	NC_000010.10
16707208	+	91215748	91227908	21		chr10:91215748-91227908	NC_000010.10
16707213	+	91352504	91352584	11	NR_029524	chr10:91352504-91352584	NC_000010.10
16707215	+	91405039	91410424	28		chr10:91405039-91410424	NC_000010.10
