"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04670","hsa04670","Leukocyte transendothelial migration","1/144","112/7913",0.874020746742413,0.96778537495989,0.899456497395328,"CLDN10",1
"hsa01200","hsa01200","Carbon metabolism","1/144","117/7913",0.885229466123114,0.96778537495989,0.899456497395328,"PSAT1",1
"hsa04071","hsa04071","Sphingolipid signaling pathway","1/144","119/7913",0.88943043138677,0.96778537495989,0.899456497395328,"SGMS2",1
"hsa04015","hsa04015","Rap1 signaling pathway","2/144","210/7913",0.899706988724599,0.96778537495989,0.899456497395328,"ANGPT2/CALML4",2
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection","2/144","212/7913",0.902665463971803,0.96778537495989,0.899456497395328,"CDK1/CALML4",2
"hsa04380","hsa04380","Osteoclast differentiation","1/144","128/7913",0.906522490916916,0.96778537495989,0.899456497395328,"SOCS1",1
"hsa04024","hsa04024","cAMP signaling pathway","2/144","216/7913",0.908341312424268,0.96778537495989,0.899456497395328,"CALML4/OXTR",2
"hsa04068","hsa04068","FoxO signaling pathway","1/144","131/7913",0.911614967734031,0.96778537495989,0.899456497395328,"CCND2",1
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity","1/144","131/7913",0.911614967734031,0.96778537495989,0.899456497395328,"GZMB",1
"hsa04728","hsa04728","Dopaminergic synapse","1/144","131/7913",0.911614967734031,0.96778537495989,0.899456497395328,"CALML4",1
"hsa00190","hsa00190","Oxidative phosphorylation","1/144","133/7913",0.914855906186326,0.96778537495989,0.899456497395328,"ATP12A",1
"hsa05322","hsa05322","Systemic lupus erythematosus","1/144","133/7913",0.914855906186326,0.96778537495989,0.899456497395328,"H2AFJ",1
"hsa04120","hsa04120","Ubiquitin mediated proteolysis","1/144","136/7913",0.919497320283803,0.96778537495989,0.899456497395328,"SOCS1",1
"hsa04140","hsa04140","Autophagy - animal","1/144","137/7913",0.920987918956701,0.96778537495989,0.899456497395328,"TP53INP2",1
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/144","140/7913",0.925297236547017,0.96778537495989,0.899456497395328,"FZD7",1
"hsa05224","hsa05224","Breast cancer","1/144","147/7913",0.934465930266043,0.972413785302227,0.903758126519657,"FZD7",1
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction","3/144","340/7913",0.950862631128016,0.977276895951872,0.908277885326258,"GHR/GABRP/OXTR",3
"hsa04022","hsa04022","cGMP-PKG signaling pathway","1/144","167/7913",0.954949748116731,0.977276895951872,0.908277885326258,"CALML4",1
"hsa04530","hsa04530","Tight junction","1/144","169/7913",0.956609275007287,0.977276895951872,0.908277885326258,"CLDN10",1
"hsa05010","hsa05010","Alzheimer disease","1/144","171/7913",0.958208078469884,0.977276895951872,0.908277885326258,"CALML4",1
"hsa05152","hsa05152","Tuberculosis","1/144","179/7913",0.964039019041077,0.978356430214955,0.909281200867301,"CALML4",1
"hsa04810","hsa04810","Regulation of actin cytoskeleton","1/144","213/7913",0.981045567487491,0.990711041058796,0.920763534950666,"FN1",1
"hsa04740","hsa04740","Olfactory transduction","1/144","448/7913",0.999790673476705,0.999909628281702,0.929312671214316,"CALML4",1
"hsa05168","hsa05168","Herpes simplex virus 1 infection","1/144","491/7913",0.999909628281702,0.999909628281702,0.929312671214316,"CCL2",1
